0.0437033	3.01458	0.0148016	1.02099	0.0437033	3.01458	-0.0024	2.85	-0.0314	0.9995
-0.435132	3.30802	-1.19	0.735264	-0.4352	3.308	-0.0431	3.2476	-0.1564	0.9877
-0.280457	3.85557	0.461937	1.14433	-0.254765	3.91372	-0.1334	3.637	-0.279	0.9603
-0.259107	4.03479	-0.0263976	0.400698	-0.2751	3.99	-0.2717	4.0121	-0.3971	0.9178
-0.52188	4.52734	-0.705346	1.38372	-0.568311	4.60073	-0.456	4.3668	-0.509	0.8607
-0.567251	4.70977	-0.0332552	0.331505	-0.5385	4.6383	-0.6833	4.6957	-0.6129	0.7902
-0.817345	4.95664	-0.699432	0.926575	-0.82924	4.85398	-0.95	4.9934	-0.7071	0.7071
-1.47026	5.12353	-1.7039	0.355019	-1.5072	5.0889	-1.2519	5.2554	-0.7902	0.6129
-1.56246	5.13226	-0.479504	0.839841	-1.34066	4.54395	-1.5843	5.4775	-0.8607	0.509
-1.6412	5.73358	-0.225378	1.55726	-1.6389	5.7748	-1.9418	5.6562	-0.9178	0.3971
-2.55351	5.96934	-2.36332	0.28404	-2.67875	5.91402	-2.319	5.7886	-0.9603	0.279
-2.63242	5.82313	-0.236408	-0.539227	-2.549	5.7523	-2.7098	5.8728	-0.9877	0.1564
-3.2607	5.98126	-1.54224	0.205978	-3.51052	6.25388	-3.108	5.9073	-0.9995	0.0314
-3.76221	5.63235	-1.17593	-0.998431	-3.7316	5.5548	-3.5075	5.8916	-0.9956	-0.0941
-4.02006	5.59709	-0.442592	-0.221116	-4.05981	5.78645	-3.9018	5.8259	-0.9759	-0.2181
-4.08431	5.53869	-0.155047	-0.167229	-4.0714	5.5367	-4.2848	5.7114	-0.9409	-0.3387
-4.6241	5.49129	-1.4197	-0.138708	-4.77084	5.52585	-4.6504	5.5498	-0.891	-0.454
-4.94838	5.53846	-0.82542	0.0776657	-4.9248	5.5405	-4.9928	5.3436	-0.8271	-0.5621
-5.3218	5.07075	-1.11038	-1.085	-5.17537	4.84453	-5.3068	5.0961	-0.7501	-0.6613
-5.83349	4.76705	-1.32185	-0.734537	-5.85	4.7882	-5.5872	4.8112	-0.6613	-0.7501
-5.88535	4.57058	-0.085208	-0.439692	-5.71505	4.52026	-5.8297	4.4935	-0.5621	-0.8271
-6.00383	4.19087	-0.254523	-0.906565	-6.0057	4.1742	-6.0305	4.1478	-0.454	-0.891
-6.18489	3.70189	-0.434247	-1.26767	-6.21665	3.6851	-6.1864	3.7797	-0.3388	-0.9409
-6.00587	3.36936	0.483615	-0.917927	-5.9581	3.3697	-6.2949	3.395	-0.2182	-0.9759
-5.98131	2.86557	-0.0687952	-1.23465	-5.97268	2.82199	-6.3543	2.9997	-0.0941	-0.9956
-6.39402	2.84602	-1.21619	-9.44658e-05	-6.4795	2.9111	-6.3637	2.6	0.0314	-0.9995
-6.55644	2.0448	-0.526625	-2.07677	-6.23375	1.87037	-6.323	2.2024	0.1564	-0.9877
-6.29055	1.81786	0.677813	-0.742913	-6.2319	1.852	-6.2327	1.813	0.279	-0.9603
-6.33581	1.237	-0.15642	-1.51029	-6.43709	1.18527	-6.0944	1.4379	0.3971	-0.9178
-6.30418	1.37828	0.0501362	0.321824	-6.3039	1.4434	-5.9101	1.0832	0.509	-0.8608
-5.95571	0.937168	0.426915	-1.08583	-5.50827	0.826256	-5.6828	0.7543	0.6129	-0.7902
-5.32703	0.312765	1.73328	-1.60158	-5.2381	0.2842	-5.4161	0.4566	0.7071	-0.7071
-1.38668	-26.6038	14.8358	-71.7685	-5.08488	0.11134	-5.1142	0.1946	0.7901	-0.6129
-3.80617	-5.09391	-6.33074	65.8608	-4.747	0.2296	-4.7818	-0.0275	0.8607	-0.5091
32.1398	10.5081	103.698	14.3654	-4.31547	-0.237558	-4.4242	-0.2062	0.9177	-0.3972
-1.93966	0.645619	-24.238	-15.2414	-4.0303	-0.5242	-4.0471	-0.3386	0.9603	-0.279
-5.39203	0.469855	-2.71421	2.6718	-4.11956	-0.504228	-3.6563	-0.4228	0.9877	-0.1565
-3.43419	-0.493991	4.36535	-0.247046	-3.0888	-0.4618	-3.258	-0.4572	0.9995	-0.0314
-2.58726	-0.540394	0.773845	-0.503305	-2.28004	-0.315014	-2.8586	-0.4416	0.9956	0.0941
-2.4836	-0.446426	0.136465	0.50918	-2.517	-0.4024	-2.4643	-0.3759	0.9759	0.2181
-2.04842	-0.285193	1.0057	0.387677	-1.8274	-0.245403	-2.0813	-0.2614	0.9409	0.3387
-1.83498	-0.188722	0.471356	0.209369	-1.871	-0.1977	-1.7157	-0.0998	0.891	0.454
-1.13631	-10.1571	1.05957	-26.4477	-1.43385	0.0687237	-1.3732	0.1064	0.8271	0.5621
-1.12781	-2.43624	-0.839644	35.9372	-1.1748	0.416	-1.0593	0.3539	0.7501	0.6613
-6.173	1.14889	-12.7202	0.954956	-0.547429	0.474728	-0.7789	0.6388	0.6613	0.7501
-0.919841	1.045	7.03229	-0.960386	-0.4401	0.8788	-0.5364	0.9565	0.5621	0.8271
0.719758	3.37197	3.62797	6.23818	-0.465232	1.78032	-0.3356	1.3022	0.454	0.891
0.147858	2.08245	-1.52732	-5.527	-0.2479	1.5021	-0.1797	1.6703	0.3388	0.9409
3.33042	-1.2588	20.6201	-5.13997	-0.123481	2.22648	-0.0712	2.055	0.2182	0.9759
1.84758	1.51793	-7.76379	13.454	0.1427	2.2764	-0.0118	2.4503	0.0941	0.9956
0.509885	3.58435	-2.57758	2.11317	-0.0359721	3.1822	-0.0008	2.85	0	1
-0.0909101	3.37548	-1.17744	-0.852878	-0.0133	3.1737	0.0274	3.2487	0.1254	0.9921
-0.105133	3.58924	-0.0726302	1.31298	0.0118034	3.37588	0.1054	3.6408	0.2487	0.9686
0.147414	3.91856	0.80265	0.765768	0.1884	3.8781	0.2319	4.02	0.3682	0.9298
0.238946	4.41988	0.152283	0.945434	0.222613	4.65398	0.405	4.3803	0.4818	0.8763
0.583774	4.7151	0.955516	0.716596	0.6155	4.7027	0.6218	4.7162	0.5878	0.809
0.793285	5.29285	0.392089	0.965362	0.814349	5.66406	0.879	5.0222	0.6846	0.7289
1.11717	5.2942	0.810343	-0.111279	1.1271	5.2261	1.1726	5.2935	0.7705	0.6374
1.68693	5.34611	1.52697	0.36438	1.69807	5.28112	1.4978	5.5259	0.8443	0.5358
1.77365	5.76907	0.181094	1.10056	1.7269	5.8053	1.8496	5.7157	0.9048	0.4258
2.09127	5.85724	0.853352	0.211924	2.08119	5.71037	2.2224	5.86	0.9511	0.309
2.47379	6.32073	0.99553	1.2799	2.4885	6.3907	2.6104	5.9563	0.9823	0.1874
3.25344	6.27492	1.98296	-0.302593	3.27979	6.13129	3.0073	6.0033	0.998	0.0628
3.39004	6.27391	0.446141	-0.106887	3.3351	6.2662	3.4071	6.0002	0.998	-0.0628
3.75673	5.96849	1.28479	-0.2368	3.58324	5.60643	3.8032	5.947	0.9823	-0.1874
4.28589	5.84244	1.31469	-0.317708	4.2859	5.8382	4.1896	5.8445	0.951	-0.309
4.61729	5.87578	0.613119	-0.0968888	4.66098	6.01433	4.5601	5.6944	0.9048	-0.4258
4.94295	5.58771	0.74378	-0.714021	4.9384	5.5584	4.9089	5.4991	0.8443	-0.5358
5.41843	5.19019	1.46319	-0.772239	5.32983	5.04954	5.2305	5.2616	0.7705	-0.6374
5.50116	5.04265	0.207483	-0.498275	5.4432	5.0337	5.5197	4.9857	0.6845	-0.729
5.70031	4.67075	0.535244	-0.949283	5.70967	4.62285	5.7721	4.6757	0.5878	-0.809
5.94717	4.19566	0.59457	-1.17951	5.9463	4.186	5.9836	4.3365	0.4817	-0.8763
5.9465	3.89392	-0.167246	-0.793803	5.93893	3.94555	6.151	3.9735	0.3681	-0.9298
6.40135	3.49632	1.24445	-0.88651	6.4828	3.5136	6.2715	3.5924	0.2487	-0.9686
6.70853	3.19335	0.333884	-0.927861	6.85027	3.28038	6.3433	3.1991	0.1253	-0.9921
6.35413	2.95387	-0.993879	-0.702318	6.2751	2.9452	6.3653	2.8	0	-1
6.36607	2.60616	0.184468	-0.847326	6.4638	2.58922	6.337	2.4012	-0.1253	-0.9921
6.32277	2.09038	-0.168544	-1.30215	6.2955	2.0682	6.2591	2.0092	-0.2487	-0.9686
6.19886	1.36976	-0.258855	-1.82325	6.13165	1.32937	6.1325	1.63	-0.3681	-0.9298
5.88281	1.23201	-0.81726	-0.399209	5.8558	1.2788	5.9595	1.2696	-0.4818	-0.8763
5.55128	0.770626	-0.490824	-1.14379	5.34876	0.710166	5.7427	0.9338	-0.5878	-0.809
5.57595	0.609288	0.149655	-0.378022	5.6224	0.6413	5.4855	0.6278	-0.6846	-0.729
5.43973	0.441368	-0.471078	-0.430443	5.41304	0.438873	5.1919	0.3565	-0.7705	-0.6374
5.01293	0.218408	-1.14863	-0.560471	4.9674	0.2122	4.8667	0.1241	-0.8443	-0.5358
4.53312	-0.011601	-1.33638	-0.575673	4.59368	-0.0128623	4.5149	-0.0658	-0.9048	-0.4258
4.0123	-0.152692	-1.29865	-0.329665	4.0147	-0.1431	4.1421	-0.21	-0.9511	-0.309
3.64836	-0.0583984	-0.801849	0.267348	3.65202	-0.0361562	3.7541	-0.3064	-0.9823	-0.1874
3.3224	-0.376194	-0.817926	-1.00721	3.3243	-0.4297	3.3572	-0.3533	-0.998	-0.0628
2.83475	-0.279405	-0.902524	0.230037	2.5054	-0.263279	2.9574	-0.3502	-0.998	0.0628
2.71945	-0.149114	-0.204664	0.352318	2.764	-0.1481	2.5612	-0.297	-0.9823	0.1874
2.37193	-0.07624	-0.828488	0.17366	2.22279	-0.0669263	2.1749	-0.1945	-0.9511	0.309
1.73029	0.134255	-1.70756	0.620019	1.6715	0.1537	1.8043	-0.0445	-0.9048	0.4258
1.19811	0.15909	-1.16399	0.0802138	1.11879	0.128098	1.4556	0.1509	-0.8443	0.5358
1.32587	0.429157	0.508849	0.783907	1.4381	0.4751	1.134	0.3884	-0.7705	0.6374
0.992462	0.861879	-0.448357	1.32393	0.659765	0.506886	0.8448	0.6643	-0.6845	0.729
0.723769	1.02388	-0.630676	0.127912	0.7022	0.9627	0.5924	0.9743	-0.5878	0.809
0.35204	1.20158	-0.721602	0.988542	0.268344	0.944936	0.3809	1.3135	-0.4818	0.8763
0.0795735	1.67961	-0.687895	1.22888	0.083	1.6952	0.2135	1.6765	-0.3681	0.9298
0.142507	2.14244	0.183775	1.38476	0.131758	1.9696	0.093	2.0576	-0.2487	0.9686
-0.0121831	2.43369	-0.575715	0.633693	-0.0447	2.3853	0.0212	2.4509	-0.1253	0.9921
0.0795447	2.80678	0.230905	1.4502	0.0954573	2.56512	-0.0008	2.85	0	1
